HI,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,hf,23960.5623319514,NA
SI,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,NA,H,U,NA,t,180.31001,180.31001,-9,,,
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,21,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,0.4686514,0.00551409118712571,21.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,22,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,1.2359886,0.00638420860132036,22.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,23,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,0.9650107,0.00734467604052318,23.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,24,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,1.4707146,0.00840042782213669,24.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,25,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,6.2572716,0.00955644531254091,25.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,26,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,7.1140962,0.0108177554263508,26.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,27,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,14.8090012,0.0121894292308859,27.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,28,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,11.7608812,0.0136765806447565,28.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,29,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,35.446496,0.0152843652210063,29.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,30,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,36.0258451,0.0170179790065252,30.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,31,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,48.6642919,0.0188826574705125,31.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,32,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,119.5755293,0.0208836744956719,32.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,33,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,47.3616449,0.0230263414265791,33.5,-9,-9,-9
SD,XYZ,2014,Year,2014,fleet,SubDiv,abc123,NA,NEP,NA,L,R,M,lngt,34,-9,100,43,11780,-9,-9,kg,k,mm,mm,NA,118.5228438,0.0253160061703144,34.5,-9,-9,-9
